"","Condition","List","GenderRating","Name","Prompt","He","She","Other","Response","Likeable","Accomplished","Important","SubjID","SubjGenderMale"
"1633","first","1B",1.24,"Brian Walker","athlete",1,0,0,"He is still feeling good and so he is still running. Brian is scheduled to run in 2 additional events before the season ends keeping the possibility open that the bar will be raised even higher for this new record.",1,1,1,"Exp3_P136",1
"1634","first","1B",5.86,"Elisha Collins","book",0,0,1,"It has quickly become a staple on multiple radio stations.",1,1,1,"Exp3_P136",1
"1635","first","1B",3.75,"Quinn Young","album",0,0,1,"it has became remarkable achievement for the first-time author who has spent the last fifteen years working in retail and spending evenings writing.",1,1,1,"Exp3_P136",1
"1636","first","1B",6.78,"Rebecca Bell","animals",0,1,0,"Rebecca Bell says that they have adopted over 400 animals this season and spayed/neutered an additional 150 local strays. She further stated that the organization will be continuing to accept applications for adoption donations and volunteer support throughout the winter.",1,1,1,"Exp3_P136",1
"1637","first","1B",4.34,"Riley Hill","meals",0,0,1,"Riley Hill has collected donations for over 200 Thanksgiving meals which will be given to shelters for the upcoming holiday.",1,1,1,"Exp3_P136",1
"1638","first","1B",2.41,"Tommie Brown","science",1,0,0,"He plans to follow the same group of children for the next several years to see how their brains develop over time as they learn more math in school.",1,2,2,"Exp3_P136",1
"1639","first","1A",2.12,"Chris Miller","science",1,0,0,"he planned to continue his research of the same group for years to come in order to further his knowledge on the subject of mathematical development with young children",6,6,6,"Exp3_P96",1
"1640","first","1A",5.59,"Jodie Parker","book",0,1,0,"She was able to quit her job in retail and truly focus on her real passion in writing. ",4,3,3,"Exp3_P96",1
"1641","first","1A",4.73,"Kerry Baker","album",0,1,0,"She did it all and deserves all of her fame and success despite the fact that all she does is perform and is essentially the face of an organization that would not be possible without truly talented sound technicians musicians and composers. ",5,3,6,"Exp3_P96",1
"1642","first","1A",6.73,"Mary Cooper","athlete",0,0,1,"So long as I maintain my focus and continue to be blessed with the amazing luck I have been I can finish the races and possibly even win them. ",3,1,3,"Exp3_P96",1
"1643","first","1A",1.21,"Matthew Smith","animals",1,0,0,"He never knew how much of an impact he would truly have not only on the situation faced by the felines themselves but also the community as a whole and the ecosystem thereof. ",3,4,2,"Exp3_P96",1
"1644","first","1A",3.61,"Stevie White","politics",1,0,0,"He went home and continued to plan how he could better serve his community and bolster community involvement for a more prosperous future for them all.",1,3,3,"Exp3_P96",1
"1645","first","1A",4.22,"Taylor Wright","meals",0,1,0,"She (he?) has learned that we are all similar and that homelessness is hardly ever just the fault of the person but is symptomatic of a broken socio-economic system run by predatory businesses and billionaires. ",2,4,1,"Exp3_P96",1
"1646","first","1A",2.12,"Chris Miller","science",1,0,0,"He followed the children for several years and was able to finally understand what areas of the brain are in primary use when learning math.",2,1,2,"Exp3_P150",0
"1647","first","1A",5.59,"Jodie Parker","book",0,1,0,"She was able to quit her job in retail and devote herself full time to writing.",2,1,4,"Exp3_P150",0
"1648","first","1A",4.73,"Kerry Baker","album",0,0,1,"It was a product of many years of hard work and dreaming.",5,2,2,"Exp3_P150",0
"1649","first","1A",6.73,"Mary Cooper","athlete",0,0,1,"I'm excited to aim toward setting a higher mark of achievement in my sport that others will strive for.",6,2,5,"Exp3_P150",0
"1650","first","1A",1.21,"Matthew Smith","animals",1,0,0,"He was able to raise the funds to keep it going through sheer determination and grassroots efforts.",1,4,3,"Exp3_P150",0
"1651","first","1A",3.61,"Stevie White","politics",0,1,0,"She was able to shoot ahead in the polls as many voters committed to supporting her on election day.",6,3,3,"Exp3_P150",0
"1652","first","1A",4.22,"Taylor Wright","meals",0,0,1,"The community has increased it's giving to the programs.",1,4,3,"Exp3_P150",0
"1653","first","1A",2.12,"Chris Miller","science",0,0,1,"After Chris discussed the results of this study to plans to follow the same group of children for the next several years too see how their brains develop over time as they learn more mathematical in school.",2,3,2,"Exp3_P400",0
"1654","first","1A",5.59,"Jodie Parker","book",0,0,1,"the doorways novel was one of the bestseller list in the New York Times and the Jodie was an remarkable achievement for the first author who has spent the last fifteen years. Doorways explores the choices we make a key moments.",2,3,1,"Exp3_P400",0
"1655","first","1A",4.73,"Kerry Baker","album",0,0,1,"Kerry brings a fresh take to the genre",2,1,2,"Exp3_P400",0
"1656","first","1A",6.73,"Mary Cooper","athlete",0,0,1,"Yes the mary says that I am feeling good and so i am still running for run to more 2 additional events.",2,2,1,"Exp3_P400",0
"1657","first","1A",1.21,"Matthew Smith","animals",0,0,1,"after Matthew founded the organization they have adopted over 400 animals in this season and they says that the organization will be continuing to accept applications for adoption donations and volunteer supporters through out the winter.",1,1,1,"Exp3_P400",0
"1658","first","1A",3.61,"Stevie White","politics",0,0,1,"Stevie is running against to the incumbent state legislature member. Stevie has done a remarkable job talking to constituents to develop a platform that will help our city.",3,1,2,"Exp3_P400",0
"1659","first","1A",4.22,"Taylor Wright","meals",0,0,1,"Has collecting donations for over 200 thanksgiving meals which will be given to shelters for upcoming holiday",2,1,2,"Exp3_P400",0
"1660","first","3B",5.22,"Blair Hill","book",0,0,1," Blair has produced a thought-provoking yet light hearted story about the moments that shape our lives  writes one reviewer and I am eager to read future books by Blair",2,2,2,"Exp3_P233",0
"1661","first","3B",1.24,"Brian King","animals",0,0,1,"All of them are healing well but we hope to avoid accidents and overpopulations by continuing our Trap-Neuter-Return program for adult cats and socializing younger ones for adoption Brian thanks the community for their support this year and says that the organization will be continuing to accept applications for adoption donations and volunteer support throughout the winter",2,3,3,"Exp3_P233",0
"1662","first","3B",5.86,"Elisha Moore","politics",0,0,1,"Elisha has done a remarkable job talking to constituents to develop a platform that will help our city thrive in comings years",2,3,3,"Exp3_P233",0
"1663","first","3B",3.75,"Quinn Parker","athlete",0,0,1," Quinn is scheduled to run in 2 additional events before the season ends keeping the possibility open that the bar will be raised even higher for this new record.",2,3,2,"Exp3_P233",0
"1664","first","3B",6.78,"Rebecca Wright","meals",0,0,1," Rebecca will be continuing to accept donations this week and after Thanksgiving will be planning dinners for Christmas In addition to food items Rebecca is also looking for volunteers for cooking transportation and clean-up.",2,3,2,"Exp3_P233",0
"1665","first","3B",4.34,"Riley Cook","science",0,0,1," Riley had 4 year old answer questions comparing quantities of different objects to see which parts of the brain were activated. Riley plans to follow the same group of children for the next several years to see how their brains develop over time as they learn more math in school",2,3,2,"Exp3_P233",0
"1666","first","3B",2.41,"Tommie Smith","album",0,0,1,"Tommie brings a fresh take to the genre-say critics This tour will last for ten weeks after which Tommie plans to spend time recording songs for a fourth album",2,3,3,"Exp3_P233",0
"1667","first","2C",6.24,"Ashley Walker","science",0,0,1,"development of math knowledge in preschoolers.",3,2,2,"Exp3_P229",NA
"1668","first","2C",2.61,"Emerson Green","athlete",0,0,1,"im lucky to have not sustained injuries this season",3,2,2,"Exp3_P229",NA
"1669","first","2C",6.82,"Emily Baker","animals",0,1,0,"she has adopted over 400 animals ",3,2,3,"Exp3_P229",NA
"1670","first","2C",5.34,"Jackie White","meals",0,0,1,"to collect shelters for the upcoming holiday",3,2,3,"Exp3_P229",NA
"1671","first","2C",1.28,"James Miller","politics",1,0,0,"he was expecting to emerge as the state legislative member",4,4,4,"Exp3_P229",NA
"1672","first","2C",4.39,"Jessie Cook","book",1,0,0,"he got an award",3,3,3,"Exp3_P229",NA
"1673","first","2C",3.87,"Reese Parker","album",1,0,0,"he will release an album",4,4,4,"Exp3_P229",NA
"1674","first","1B",5.22,"Blair Campbell","politics",0,0,1,"The polls had more members in then than any in the previous years. Blair had won by a longshot!",2,3,3,"Exp3_P72",0
"1675","first","1B",1.24,"Brian Walker","athlete",0,0,1,"I think that with a lot of determination and conditioning I can definitely pull these next wins off. I will have to take some time off afterwards for recovery!",3,2,3,"Exp3_P72",0
"1676","first","1B",5.86,"Elisha Collins","book",0,0,1,"I am very grateful for the success of the single and the album. I worked very hard on putting it together and spent  lot of time in the studio trying to put out some banger hits!",3,2,4,"Exp3_P72",0
"1677","first","1B",3.75,"Quinn Young","album",0,0,1,"The book became a New York Times best seller within the first 3 weeks of selling. Quinn held a meet the author event in NYC and was approached and asked if there would be a second novel. That day Quinn went home and began writing the second book of the series.  ",4,3,4,"Exp3_P72",0
"1678","first","1B",6.78,"Rebecca Bell","animals",0,1,0,"she has brought in over 2500 cats and dogs to be treated spayed/neutered and adopted. She has become a pillar in her community for helping the local animals.",2,2,2,"Exp3_P72",0
"1679","first","1B",4.34,"Riley Hill","meals",0,0,1,"The community has benefited a lot by Riley's efforts to make sure nobody goes hungry.",4,3,2,"Exp3_P72",0
"1680","first","1B",2.41,"Tommie Brown","science",1,0,0,"People were interested in his newer way of scanning the children's brains to make them more comfortable and still be able to get accurate results. He went on to study the group of children and ended up with amazing results over time. ",4,3,5,"Exp3_P72",0
"1681","first","1B",5.22,"Blair Campbell","politics",0,1,0,"She really realized how much the people was for her and what she stands for she became overjoyed with excitement and more optimistic about her chances in the future election. She decides to dedicate more time and more ground work to her compaign. ",6,6,6,"Exp3_P320",0
"1682","first","1B",1.24,"Brian Walker","athlete",0,0,1,"I really feel like I can do this and will give my all to training to achieve those goals. I believe majority of the thing I need to work on is my mental stability and make sure I am only concentrating on those medals and nothing else. I know it is going to be a challange but I know I can do it. I have faith in myself and will pray I am given all the tools and be able to implement them as I am supposed to.",4,6,6,"Exp3_P320",0
"1683","first","1B",5.86,"Elisha Collins","book",0,0,1,"I am grateful that everyone loves the records and grateful to everyone that worked with me and helped me create something that I enjoy as well. As an artist you always want to create something that you love and the world loves it too. So to get the feedback that I have been getting and being my first project I am glad it turned out this way and am forever grateful for those who could relate to something that was so personal and meaningful to me. ",6,6,6,"Exp3_P320",0
